catalogVersion	scenarioId	capabilityId	domain	name	tier	runtime	architecture	authorityLane	persistenceLane	setup	action	expected	refusal	evidenceFields	referenceTraceStatus	referenceTraceState	referenceTraceId	referenceTraceSource	repoExecutionStatus	repoAutomationStatus	repoEvidenceRefs	testKinds	architectureLegs	externalGates	claimBoundary	notes	repoEvidenceState	repoEvidenceReason
2.0.0-phase0.2	V2-FND-001-S095	EXT-02	recovery	Vendor designer crash quarantines worker	B	net48	x64	WorkerSupervisor	NoMutation	FakeVendor designer throws during Initialize	Open form with hosted code enabled	Worker crash is recorded form remains usable in generic read-only or refused state	DESIGNER_CRASH	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	PASS	AUTOMATED	MEASURED_AT_RUNTIME	extension-host;unit	catalog-x64;repo-functional	VISUAL_STUDIO_REFERENCE_TRACE;VENDOR_ARTIFACT	REPO_AUTOMATED	Real x64 VS Code 1.84.0 and 1.134.0 CustomEditors pass: ordinary control selection activates the exact repository-certified ComponentDesigner only in a short-lived private-desktop child; the hostile Initialize fixture causes an actual process exit, the parent records DESIGNER_CRASH and quarantines the assembly SHA plus component type, and a retry returns DESIGNER_QUARANTINED without starting another worker. The main net48 engine PID, successful generic render and editable Properties survive; an ordinary Text transaction and native Undo Redo final Undo keep every disk artifact byte-exact. This is process crash containment rather than an OS security sandbox; licensed-vendor certification and Visual Studio reference execution remain external	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S096	EXT-02	security	Designer cannot write workspace files directly	B	cross-runtime	cross-arch	HostedIntent	NoMutation	Vendor designer attempts direct workspace file write during verb	Invoke vendor verb	Direct write is blocked or detected and no planner patch is committed	DIRECT_WORKSPACE_WRITE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	NOT_EXECUTED	NOT_AUTOMATED	tests/Engine.UnitTests/DesignerServiceKernelTests.cs:487;fixtures/FakeVendor/MaliciousWorkspaceIntentControl.cs:11;engine/DesignerServiceKernel.cs:704	unit	catalog-cross-arch	VISUAL_STUDIO_REFERENCE_TRACE;VENDOR_ARTIFACT	REPO_PARTIAL	Declared path intent is rejected before the tested setter but the in-process inspection is advisory and does not prove a workspace-write security boundary or planner containment	MEASURED_BUT_INSUFFICIENT	IN_PROCESS_TEST_DOES_NOT_PROVE_OS_WORKSPACE_WRITE_BOUNDARY
2.0.0-phase0.2	V2-FND-001-S097	EXT-03	extensibility	Adapter SDK sample control passes manifest validation	B	headless	n/a	ReadOnlyInspector	ReadOnly	Adapter SDK sample declares capabilities and protocol version	Run adapter compatibility validator	Manifest capabilities diagnostics and sample tests are machine-readable	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	PASS	AUTOMATED	MEASURED_AT_RUNTIME	unit;extension-host;e2e	not-applicable;repo-functional	VISUAL_STUDIO_REFERENCE_TRACE;VENDOR_ARTIFACT	REPO_AUTOMATED	Repo automated on VS Code 1.84 and Stable: product activation watches the bounded workspace manifest path, the committed SDK sample is discovered and accepted through the real registry command with N/N-1 protocol capabilities and machine-readable diagnostics, no engine or vendor worker starts, and the manifest bytes remain unchanged; Visual Studio reference execution remains not executed	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S098	EXT-03	extensibility	Vendor adapter declares versioned compatibility matrix	C	headless	n/a	ReadOnlyInspector	ReadOnly	Certified vendor adapter package includes version cohort manifest	Validate vendor certification manifest	Manifest lists product version runtime architecture and known unsupported features	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	PASS	AUTOMATED	MEASURED_AT_RUNTIME	unit;extension-host;e2e	not-applicable;repo-functional	VISUAL_STUDIO_REFERENCE_TRACE;VENDOR_ARTIFACT	REPO_AUTOMATED	Repo automated on VS Code 1.84 and Stable: the real workspace registry returns the exact adapter identity, version, declared capabilities, unsupported-feature set, and bounded 2.0.0-to-3.0.0 modern/net48 x64/arm64 compatibility cohort while treating all fields as declarations only; external vendor artifact certification and Visual Studio reference execution remain not executed	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S099	EXT-03	security	Refuse adapter with undeclared protocol version	C	cross-runtime	cross-arch	ReadOnlyInspector	NoMutation	Adapter package lacks supported protocol version field	Load adapter	Adapter is rejected and vendor control stays unsupported with reason	ADAPTER_PROTOCOL_UNSUPPORTED	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	PASS	AUTOMATED	MEASURED_AT_RUNTIME	unit;extension-host;e2e	catalog-cross-arch;physical-arm64-gated;repo-functional	VISUAL_STUDIO_REFERENCE_TRACE;ARM64_HARDWARE;VENDOR_ARTIFACT	REPO_AUTOMATED	Repo automated on VS Code 1.84 and Stable: the product watcher discovers a workspace manifest missing protocol N-1, the strict registry refuses it with one ADAPTER_PROTOCOL_UNSUPPORTED diagnostic, withholds adapter identity, starts no engine or vendor worker, grants no workspace mutation authority, and leaves the file byte-exact; physical ARM64, external vendor artifact, and Visual Studio reference execution remain gated or not executed	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S100	EXT-03	roundtrip	Adapter sample round-trips through Visual Studio reference	B	visual-studio-reference	x64	ExternalToolRoundTrip	MultiArtifactTransaction	Adapter sample form saved by extension is opened in Visual Studio	Open save and reopen in extension	No semantic drift or unrelated source resource diff is observed	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	PASS	ARCHIVED	VS18.7.11911.148-20260822T143728Z-S100	docs/v2/reference-traces/VS18.7.11911.148-20260822T143728Z/V2-FND-001-S100/manifest.json	PASS	AUTOMATED	MEASURED_AT_RUNTIME	extension-host	catalog-x64;repo-functional	NONE	REPO_AUTOMATED	Actual Visual Studio Enterprise 2026 18.7 opens the accepted static-adapter sample after its real modern CustomEditor Text edit and Save, performs Save All, and preserves code-behind, Designer source, and the no-code-load adapter manifest byte-identically. VS Code 1.84.0 and 1.134.0 then copy those archived VS outputs into disposable projects, reopen a clean modern CustomEditor, prove exact CustomDocument/disk equality and the expected Text semantics, and retain no mutation authority for the manifest.	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S101	RUN-01	runtime	Select modern x64 worker for net8 Windows project	A	modern	x64	WorkerSupervisor	ReadOnly	Project targets net8.0-windows on x64 host	Open designer	Modern x64 worker is selected and capability report records runtime identity	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	PASS	AUTOMATED	MEASURED_AT_RUNTIME	extension-host;unit	catalog-x64;repo-functional	VISUAL_STUDIO_REFERENCE_TRACE	REPO_AUTOMATED	Real x64 VS Code 1.84.0 and 1.134.0 CustomEditors resolve the exact disposable net8.0-windows project, publish a successful modern render, and expose a running host-owned modern worker without mutation. Deterministic selection unit coverage remains; the Visual Studio reference trace remains external.	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S102	RUN-01	runtime	Select modern arm64 worker from arm64 package	A	modern	arm64	WorkerSupervisor	ReadOnly	Project targets supported modern Windows TFM on ARM64 host	Open designer from ARM64 package	ARM64 modern worker is selected and net48 compatibility remains x64-gated	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	NOT_EXECUTED	HARNESS_ONLY	extension/src/workerSelection.test.ts:14;extension/src/workerSelection.test.ts:30;extension/src/workerSelection.test.ts:40;extension/src/workerSelection.test.ts:46	unit	catalog-arm64;physical-arm64-gated	VISUAL_STUDIO_REFERENCE_TRACE;ARM64_HARDWARE	HARNESS_ONLY	HARNESS_ONLY: executable harness coverage is not scenario-bound; Repo automated for deterministic ARM64 worker selection and x64 net48 compatibility policy; physical ARM64 and VS reference trace remain gated	NOT_MEASURED	NONE
2.0.0-phase0.2	V2-FND-001-S103	RUN-01	recovery	Recycle modern worker after dependency start failure	A	modern	x64	WorkerSupervisor	NoMutation	Modern apphost is present without its required companion assembly	Open designer	Start failure is diagnosed and recycled then a fresh real worker answers ping at the next generation	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	PASS	AUTOMATED	MEASURED_AT_RUNTIME	unit;e2e	catalog-x64;repo-functional	VISUAL_STUDIO_REFERENCE_TRACE;VENDOR_ARTIFACT	REPO_AUTOMATED	Repo process-backed test proves an apphost dependency start failure supervisor recycle and a generation-2 real modern engine ping; native-vendor dependency and Visual Studio reference legs remain external	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S104	RUN-01	performance	Unload idle modern worker releases handles	A	cross-runtime	cross-arch	WorkerSupervisor	ReadOnly	Open and close designer repeatedly for modern project	Run idle recycle cycle	Handle count and process count return within frozen leak budget	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	PASS	AUTOMATED	MEASURED_AT_RUNTIME	extension-host;unit	catalog-cross-arch;physical-arm64-gated;repo-functional	VISUAL_STUDIO_REFERENCE_TRACE;PERFORMANCE_LAB;ARM64_HARDWARE	REPO_AUTOMATED	Real VS Code 1.84.0 and 1.134.0 product suites open modern and compiled-net48 CustomEditors through three clean close/reopen cycles. The healthy modern PID stays warm and exactly two host-owned children remain; if the last-framework-session AppDomain unload correctly takes the fail-closed whole-worker replacement path, the replaced net48 OS PID must be gone before the fresh worker is accepted. The final real last-session idle timer and bounded stop path return mapped engines and live registrations to zero, both current OS PIDs disappear, and reopen starts fresh PIDs. The product budget is 30 seconds; the test changes only that one timer delay. Physical ARM64, performance-lab handle telemetry, and Visual Studio reference execution remain external.	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S105	RUN-02	runtime	Select net48 x64 worker for framework project	A	net48	x64	WorkerSupervisor	ReadOnly	Classic project targets .NET Framework 4.8 on x64 host	Open designer	net48 x64 worker uses live-source authority and reports fallback policy	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	PASS	AUTOMATED	MEASURED_AT_RUNTIME	extension-host;unit	catalog-x64;repo-functional	VISUAL_STUDIO_REFERENCE_TRACE	REPO_AUTOMATED	Real x64 VS Code 1.84.0 and 1.134.0 CustomEditors resolve the built multi-target project with net48, select a live host-owned compiled-net48 worker, and publish the live-source interpreted authority without mutation. Deterministic selection unit coverage remains; the Visual Studio reference trace remains external.	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S106	RUN-02	runtime	Refuse x86 project when x86 worker is unavailable	D	net48	x86	WorkerSupervisor	NoMutation	Framework project requires x86-only dependency and x86 gate is disabled	Open designer	Designer refuses x86 path and documents Tier D exclusion	X86_WORKER_UNAVAILABLE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	GATED	GATED	UNSET	none	catalog-x86;x86-com-gated	VISUAL_STUDIO_REFERENCE_TRACE;X86_COM_HOST	TIER_D_EXCLUDED	Conditional x86 refusal	EXTERNALLY_GATED	NONE
2.0.0-phase0.2	V2-FND-001-S107	RUN-02	recovery	net48 worker crash does not corrupt live source	A	net48	x64	WorkerSupervisor	NoMutation	Framework form is open and worker crashes during render	Wait for supervisor recovery	No source write occurs and replacement worker publishes fresh revision	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	PASS	AUTOMATED	MEASURED_AT_RUNTIME	unit;e2e	catalog-x64;repo-functional	VISUAL_STUDIO_REFERENCE_TRACE	REPO_AUTOMATED	Repo process-backed test kills a real net48 worker records the crash starts generation 2 and proves the host-side live source bytes remain unchanged; Visual Studio reference remains external	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S108	RUN-02	roundtrip	net48 live-source form round-trips through modern package	A	visual-studio-reference	x64	ExternalToolRoundTrip	LaneA_MinimalSource	Framework form edited by extension is opened and saved in Visual Studio	Reopen in extension and compare artifacts	No semantic drift and source-first assumptions remain valid	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	PASS	ARCHIVED	VS18.7.11911.148-20260822T143728Z-S108	docs/v2/reference-traces/VS18.7.11911.148-20260822T143728Z/V2-FND-001-S108/manifest.json	PASS	AUTOMATED	MEASURED_AT_RUNTIME	extension-host	catalog-x64;repo-functional	NONE	REPO_AUTOMATED	A real compiled-net48 CustomEditor saves the live-source Button Text edit with code-behind preserved and exact CustomDocument/Designer disk equality. Actual Visual Studio Enterprise 2026 18.7 builds, opens, and Save-Alls that extension-produced form with byte-identical source artifacts. VS Code 1.84.0 and 1.134.0 then reopen the archived VS output through the net48 lane, prove the exact Text semantics, clean state, and byte-exact disk.	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S109	ACC-01	accessibility	All toolbar commands are keyboard reachable	A	modern	x64	CommandPlanner	NoMutation	Designer toolbar contains layout property toolbox and diagnostics commands	Navigate using keyboard only	Every command is reachable has visible focus and announces accessible name	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	PASS	AUTOMATED	MEASURED_AT_RUNTIME	webview	catalog-x64;repo-functional	VISUAL_STUDIO_REFERENCE_TRACE	REPO_AUTOMATED	Repo webview evidence covers toolbar role keyboard focusability and accessible names for layout and diagnostics commands; Visual Studio reference trace remains external	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S110	ACC-01	accessibility	Screen reader mirror tree names components and controls	A	modern	arm64	ReadOnlyInspector	ReadOnly	Form contains Button TextBox MenuStrip and Timer	Inspect accessible mirror tree	Mirror tree exposes role name state parent and bounds for each item	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	PASS	ARCHIVED	VS18.7.11911.148-20260824T080449Z-S110	docs/v2/reference-traces/VS18.7.11911.148-20260824T080449Z/V2-FND-001-S110/manifest.json	PASS	AUTOMATED	MEASURED_AT_RUNTIME	webview	catalog-arm64;physical-arm64-gated;repo-functional	ARM64_HARDWARE;ACCESSIBILITY_AT	REPO_AUTOMATED	Actual Visual Studio Enterprise 2026 18.7 exposes the fixture Button as Submit button/ControlType.Button, TextBox as Customer name/ControlType.Edit, visual Main menu as ControlType.MenuBar with nested fileMenuItem/ControlType.MenuItem, and refreshTimer as a ComponentTray Pane; every record is enabled, onscreen, has non-empty bounds and exact raw-view ancestry, while source, Designer, and project bytes remain exact. Repo webview evidence covers matching ARIA tree/tray roles, names, selected state, and keyboard activation; physical ARM64 and live assistive-technology acceptance remain external.	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S111	ACC-01	accessibility	High contrast keeps handles and adorners visible	A	net48	x64	WorkerSupervisor	ReadOnly	Windows high contrast theme is active and control is selected	Capture designer surface	Selection handles snaplines and focus cues meet contrast criteria	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	PASS	AUTOMATED	MEASURED_AT_RUNTIME	webview	catalog-x64;repo-functional	VISUAL_STUDIO_REFERENCE_TRACE	REPO_AUTOMATED	Repo webview evidence covers forced-colors CSS for selection handles snaplines adorners and system color tokens; Visual Studio reference trace remains external	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S112	ACC-01	accessibility	Zoomed surface maintains keyboard hit targets	A	cross-runtime	cross-arch	CommandPlanner	ReadOnly	Designer zoom is set to 200 percent and nested controls are present	Navigate select and invoke context menu by keyboard	Hit targets focus bounds and menu placement match reference	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	PASS	AUTOMATED	MEASURED_AT_RUNTIME	webview	catalog-cross-arch;repo-functional	VISUAL_STUDIO_REFERENCE_TRACE	REPO_AUTOMATED	Repo webview evidence covers 200 percent keyboard traversal 400 percent keyboard context menu and keyboard-addressable resize handles; Visual Studio reference trace remains external	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S113	DIA-01	diagnostics	Capability inspector explains unsupported vendor editor	B	modern	x64	ReadOnlyInspector	ReadOnly	FakeVendor property editor is disabled by capability policy	Open capability inspector for selected property	Inspector lists operation target authority lane reason and recovery option	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	NOT_EXECUTED	HARNESS_ONLY	UNSET	unit	catalog-x64	VISUAL_STUDIO_REFERENCE_TRACE;VENDOR_ARTIFACT	HARNESS_ONLY	Repo automated for capability inspector explanation; VS reference trace and licensed vendor artifact remain not executed Evidence-integrity reconciliation: caller-supplied capability inspection is not product execution; no repository PASS.	NOT_MEASURED	NONE
2.0.0-phase0.2	V2-FND-001-S114	DIA-01	diagnostics	Diagnostics export redacts paths and proprietary values	A	headless	n/a	ReadOnlyInspector	ReadOnly	Open form has project paths source snippets and resource names in session	Export diagnostics bundle	Bundle includes versions capabilities events hashes and redacts source secrets and proprietary payloads	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	NOT_EXECUTED	HARNESS_ONLY	UNSET	unit	not-applicable	VISUAL_STUDIO_REFERENCE_TRACE;VENDOR_ARTIFACT;VENDOR_LICENSE	HARNESS_ONLY	Repo automated for diagnostics redaction including nested evidence validation; VS reference trace licensed vendor and vendor license remain not executed Evidence-integrity reconciliation: caller-supplied capability inspection is not product execution; no repository PASS.	NOT_MEASURED	NONE
2.0.0-phase0.2	V2-FND-001-S115	DIA-01	recovery	Recovery timeline records crash cancellation and retry	A	cross-runtime	cross-arch	WorkerSupervisor	ReadOnly	Worker crashes during render then user retries after quarantine clears	Open diagnostics recovery timeline	Timeline records crash id quarantine retry and final current revision	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	NOT_EXECUTED	HARNESS_ONLY	UNSET	unit	catalog-cross-arch	VISUAL_STUDIO_REFERENCE_TRACE	HARNESS_ONLY	Repo automated for recovery timeline validation; VS reference trace remains not executed Evidence-integrity reconciliation: caller-supplied capability inspection is not product execution; no repository PASS.	NOT_MEASURED	NONE
2.0.0-phase0.2	V2-FND-001-S116	DIA-01	security	Refusal diagnostic never exposes secret-like resource values	A	modern	x64	ReadOnlyInspector	ReadOnly	Resource parsing fails on data node with secret-looking value	Open diagnostics for refusal	Diagnostic includes resource key and hash but not raw value	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	NOT_EXECUTED	HARNESS_ONLY	UNSET	unit	catalog-x64	VISUAL_STUDIO_REFERENCE_TRACE	HARNESS_ONLY	Repo automated for refusal diagnostic redaction and raw secret rejection; VS reference trace remains not executed Evidence-integrity reconciliation: caller-supplied capability inspection is not product execution; no repository PASS.	NOT_MEASURED	NONE
